id,address,categories,city,country,keys,latitude,longitude,menuPageURL,amountMax,amountMin,currency,dateSeen,description,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
AVwckxgwIN2L1WUfmfvP,12274 Rockville Pike,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Rockville,US,us/nobethesda/rockville/12274rockvillepike/-1647755771,39.057884,-77.12069,,12,12,USD,2016-10-20T14:43:25Z,,Mamma Lucia,20852,USD,25,40,No Bethesda
AVwckxgwIN2L1WUfmfvP,12274 Rockville Pike,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Rockville,US,us/nobethesda/rockville/12274rockvillepike/-1647755771,39.057884,-77.12069,,21.5,21.5,USD,2016-10-20T14:43:25Z,,Mamma Lucia,20852,USD,25,40,No Bethesda
AVwckxgwIN2L1WUfmfvP,12274 Rockville Pike,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Rockville,US,us/nobethesda/rockville/12274rockvillepike/-1647755771,39.057884,-77.12069,,18.5,18.5,USD,2016-10-20T14:43:25Z,"Fresh sliced tomatoes, fresh mozzarella slices and garden basil",Mamma Lucia,20852,USD,25,40,No Bethesda
AVwckxgwIN2L1WUfmfvP,12274 Rockville Pike,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Rockville,US,us/nobethesda/rockville/12274rockvillepike/-1647755771,39.057884,-77.12069,,21.5,21.5,USD,2016-10-20T14:43:25Z,"Pepperoni, sausage, meatballs, ham and bacon",Mamma Lucia,20852,USD,25,40,No Bethesda
AVwckxgwIN2L1WUfmfvP,12274 Rockville Pike,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Rockville,US,us/nobethesda/rockville/12274rockvillepike/-1647755771,39.057884,-77.12069,,17.5,17.5,USD,2016-10-20T14:43:25Z,"Thin crust, hand tossed",Mamma Lucia,20852,USD,25,40,No Bethesda
AVwckxgwIN2L1WUfmfvP,12274 Rockville Pike,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Rockville,US,us/nobethesda/rockville/12274rockvillepike/-1647755771,39.057884,-77.12069,,21.5,21.5,USD,2016-10-20T14:43:25Z,"Mushrooms, onions, green peppers, black olives, spinach, tomatoes and roasted red pepper",Mamma Lucia,20852,USD,25,40,No Bethesda
AVwckxgwIN2L1WUfmfvP,12274 Rockville Pike,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Rockville,US,us/nobethesda/rockville/12274rockvillepike/-1647755771,39.057884,-77.12069,,14.5,14.5,USD,2016-10-20T14:43:25Z,Traditional plain,Mamma Lucia,20852,USD,25,40,No Bethesda
AVwckz7okufWRAb5wsT5,5781 Lee Blvd,"Take Out Restaurants,Restaurants,Wings Joint,Pizza Place,Pizza,Food and Beverage",Lehigh Acres,US,us/fl/lehighacres/5781leeblvd/-519991802,26.620066,-81.766235,http://www.yellowpages.com/lehigh-acres-fl/mip/il-primo-pizza-wings-1204635/menu,20,20,USD,2016-04-01T06:29:32Z,,Il Primo Pizza Wings,33971,,,,FL
AVwckz7okufWRAb5wsT5,5781 Lee Blvd,"Take Out Restaurants,Restaurants,Wings Joint,Pizza Place,Pizza,Food and Beverage",Lehigh Acres,US,us/fl/lehighacres/5781leeblvd/-519991802,26.620066,-81.766235,http://www.yellowpages.com/lehigh-acres-fl/mip/il-primo-pizza-wings-1204635/menu,16,16,USD,2016-04-01T06:29:32Z,,Il Primo Pizza Wings,33971,,,,FL
AVwckz7okufWRAb5wsT5,5781 Lee Blvd,"Take Out Restaurants,Restaurants,Wings Joint,Pizza Place,Pizza,Food and Beverage",Lehigh Acres,US,us/fl/lehighacres/5781leeblvd/-519991802,26.620066,-81.766235,http://www.yellowpages.com/lehigh-acres-fl/mip/il-primo-pizza-wings-1204635/menu,22,22,USD,2016-04-01T06:29:32Z,,Il Primo Pizza Wings,33971,,,,FL
AVwckz7okufWRAb5wsT5,5781 Lee Blvd,"Take Out Restaurants,Restaurants,Wings Joint,Pizza Place,Pizza,Food and Beverage",Lehigh Acres,US,us/fl/lehighacres/5781leeblvd/-519991802,26.620066,-81.766235,http://www.yellowpages.com/lehigh-acres-fl/mip/il-primo-pizza-wings-1204635/menu,26,26,USD,2016-04-01T06:29:32Z,,Il Primo Pizza Wings,33971,,,,FL
AVwckz7okufWRAb5wsT5,5781 Lee Blvd,"Take Out Restaurants,Restaurants,Wings Joint,Pizza Place,Pizza,Food and Beverage",Lehigh Acres,US,us/fl/lehighacres/5781leeblvd/-519991802,26.620066,-81.766235,http://www.yellowpages.com/lehigh-acres-fl/mip/il-primo-pizza-wings-1204635/menu,4,4,USD,2016-04-01T06:29:32Z,,Il Primo Pizza Wings,33971,,,,FL
AVwcl1rJIN2L1WUfmspl,291 Grand Ave,"Pizza Place,Italian Restaurant,Pizza Place and Italian Restaurant",Southlake,US,us/tx/southlake/291grandave/-1686348734,32.94368424,-97.12974465,,10,10,USD,"2015-11-20T18:39:10Z,2016-06-20T15:58:08Z",,Campania Pizza,76092,,,,TX
AVwcl1vLkufWRAb5w4DZ,820 N Alta Ave,"Pizza,Restaurants,Pizza Place",Dinuba,US,us/ca/dinuba/820naltaave/-1687001013,36.55233,-119.3951,http://www.yellowpages.com/dinuba-ca/mip/you-bes-u-bake-pizza-15568336/menu,12.99,12.99,USD,"2016-04-02T05:49:26Z,2016-05-06T21:02:14Z",,You-be's U-bake Pizza,93618,,,,CA
AVwcl1vLkufWRAb5w4DZ,820 N Alta Ave,"Pizza,Restaurants,Pizza Place",Dinuba,US,us/ca/dinuba/820naltaave/-1687001013,36.55233,-119.3951,http://www.yellowpages.com/dinuba-ca/mip/you-bes-u-bake-pizza-15568336/menu,1.5,0.75,USD,"2016-04-02T05:49:26Z,2016-05-06T21:02:14Z",,You-be's U-bake Pizza,93618,,,,CA
AVwcl3wsByjofQCxgAG7,2460 W 26th Ave,Hospices,Denver,US,us/co/denver/2460w26thave/-671049890,39.7535,-105.017,,2.95,2.95,USD,2017-03-21T12:21:30Z,,"Solamor Hospice | Denver, Co",80211,,,,CO
AVwcl3wsByjofQCxgAG7,2460 W 26th Ave,Hospices,Denver,US,us/co/denver/2460w26thave/-671049890,39.7535,-105.017,,3.5,3.5,USD,2017-03-21T12:21:30Z,,"Solamor Hospice | Denver, Co",80211,,,,CO
AVwcl3wsByjofQCxgAG7,2460 W 26th Ave,Hospices,Denver,US,us/co/denver/2460w26thave/-671049890,39.7535,-105.017,,3.75,3.75,USD,2017-03-21T12:21:30Z,"Our pizza takes longer to make than our sandwiches, please be patient","Solamor Hospice | Denver, Co",80211,,,,CO
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z","Bbq sauce, chicken, red onion, garhc, cashews",Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,,,,2016-06-20T15:56:39Z,"Bbq sauce, chicken, red onion, garhc, cashews",Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z",,Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z","Pesto sauce, red onion, olives, artichoke hearts, tomatoes",Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z","Franks red hot sauce, roasted chicken, bell peppers, onion jalapenos upon request",Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z","Olives, mushrooms, bell peppers, onions upon request cashews, tomatoes, artichoke hearts",Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z","Ham, bell peppers, pineapple cashews upon request",Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z","Olive oil, italian seasonings, garlic, tomatoes, italian sausage",Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z","Tomatoes, roasted chicken, garlic, artichoke hearts, red onion ltalian seasoning, parmesan",Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z","Seasoned beef or chorizo, lettuce, tomatoes, crisp corn chips, cheese jalapeno peppers upon request",Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z",,Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z","Pepperoni, salami, ham, on ions, bell peppers, black olives, mushrooms, sausage anchovies, shrimp, cashews upon request",Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z","Teriyaki sauce, roasted chicken, pineapple, green bell peppers",Pizza Chalet,92399,,,,CA
AVwcl691kufWRAb5w4-V,34579 Yucaipa Blvd,"Pizza Place,Buffet,Wings Joint",Yucaipa,US,us/ca/yucaipa/34579yucaipablvd/976052871,34.03323689,-117.0502934,,27.36,16.53,USD,"2016-04-03T00:39:27Z,2016-06-20T15:56:39Z","Bbq sauce, roasted chicken, red onion, bacon, cheddar cheese",Pizza Chalet,92399,,,,CA
AVwcl8yZ_7pvs4fzw00-,8001 N Port Washington Rd,Italian Restaurant,Milwaukee,US,us/glendale/milwaukee/8001nportwashingtonrd/-692896455,43.162429,-87.91198075,,7.75,7.75,USD,2016-06-10T22:28:06Z,,Calderone Club,53217,USD,50,55,Glendale
AVwclAC4kufWRAb5wuX7,1250 W Lake St,Hot Dog Joint,Addison,US,us/il/addison/1250wlakest/-607216596,41.94476156,-88.01763178,,13.95,10.95,USD,"2016-03-29T04:54:08Z,2015-10-23T23:06:02Z",,Franky's,60101,USD,0,25,IL
AVwclAC4kufWRAb5wuX7,1250 W Lake St,Hot Dog Joint,Addison,US,us/il/addison/1250wlakest/-607216596,41.94476156,-88.01763178,,2.75,2.75,USD,"2016-03-29T04:54:08Z,2015-10-23T23:06:02Z",,Franky's,60101,USD,0,25,IL
AVwclAC4kufWRAb5wuX7,1250 W Lake St,Hot Dog Joint,Addison,US,us/il/addison/1250wlakest/-607216596,41.94476156,-88.01763178,,3,3,USD,"2016-03-29T04:54:08Z,2015-10-23T23:06:02Z","(Cheese, sausage, pepperoni) only",Franky's,60101,USD,0,25,IL
AVwclAC4kufWRAb5wuX7,1250 W Lake St,Hot Dog Joint,Addison,US,us/il/addison/1250wlakest/-607216596,41.94476156,-88.01763178,,5.5,5.5,USD,"2016-03-29T04:54:08Z,2015-10-23T23:06:02Z",Large drink only,Franky's,60101,USD,0,25,IL
AVwcleIFkufWRAb5wznl,112 Internatl Boardwalk,"Japanese Restaurant South Redondo Beach,Japanese Restaurant",Redondo Beach,US,us/ca/redondobeach/112internatlboardwalk/59721713,33.8315,-118.385,,6.5,6.5,USD,2016-03-30T04:08:01Z,,Izakaya Bincho,90277,,,,CA
AVwcleIFkufWRAb5wznl,112 Internatl Boardwalk,"Japanese Restaurant South Redondo Beach,Japanese Restaurant",Redondo Beach,US,us/ca/redondobeach/112internatlboardwalk/59721713,33.8315,-118.385,,6.5,6.5,USD,2016-03-30T04:08:01Z,,Izakaya Bincho,90277,,,,CA
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,16.95,16.95,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,,,,2016-04-04T03:28:47Z,,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,16.95,16.95,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z","Chopped tomatoes, red onions, fresh basil and garlic",Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,13.95,13.95,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,14.95,14.95,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,13.95,13.95,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z","Pineapple, ham and mozzarella",Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,11.5,11.5,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,2.25,2.25,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,7.25,7.25,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,1.85,1.85,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",Regular,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,,,,2016-04-04T03:28:47Z,Regular,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,18.95,18.95,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z","Sauteed calamari, clams, shrimp, basil and mozzarella",Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,15.95,15.95,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,10.5,10.5,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,2,2,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,17.5,17.5,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z","Meatballs, pepperoni, sausage, ricotta",Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,17.5,17.5,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z","Sauteed broccoli, spinach, mushroom, ricotta and mozzarella",Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,16.95,16.95,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",Broccoli rabe and portobello mushrooms,Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,14.95,14.95,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z","Peppers, mushrooms, onions and marinara sauce",Giovanni's Pizzeria,7481,,,,NJ
AVwclFVk_7pvs4fzwq1R,637 Wyckoff Ave,Pizza Place,Wyckoff,US,us/nj/wyckoff/637wyckoffave/2091838752,41.010715,-74.1728,,15.95,15.95,USD,"2016-05-10T01:00:45Z,2016-04-04T03:28:47Z",With sliced tomatoes and fresh basil,Giovanni's Pizzeria,7481,,,,NJ
AVwclK0bByjofQCxf3dp,1420 E Hatch Rd,"Pizza Place,Restaurant",Modesto,US,us/ca/modesto/1420ehatchrd/2135367320,37.60925,-120.97111,,10.59,10.59,USD,2016-03-21T00:09:57Z,,Rico's Pizza,95351,,,,CA
AVwclKeWIN2L1WUfmkVA,13 Harbourside Ln,"Mediterranean Restaurant,Seafood Restaurants,Mediterranean Restaurants,Bars,Greek Restaurants,Night Clubs,Taverns,Caterers,Restaurants",Hilton Head Island,US,us/sc/hiltonheadisland/13harboursideln/1347727831,32.18039,-80.72779,,7,7,USD,2016-04-03T02:37:25Z,Kids pizza served with French fries,Mediterranean Harbour Bar & Grill,29928,,,,SC
AVwclL8ykufWRAb5wwdX,11200 Scaggsville Rd,"Pizza Place,Restaurant,Caterers,Restaurants,Pizza",Laurel,US,us/md/laurel/11200scaggsvillerd/1066457373,39.14696,-76.89989,,5.99,5.99,USD,2016-03-28T05:52:59Z,,Lucero's Pizza,20723,,,,MD
AVwc-ln6_7pvs4fz0-I5,10401 Us 441,Italian Restaurant,Belleview,US,us/fl/belleview/10401us441/1541058706,29.07113559,-82.07051306,,16.5,16.5,USD,2016-04-05T03:45:46Z,,Pasta Faire,34420,USD,25,40,FL
AVwc-ln6_7pvs4fz0-I5,10401 Us 441,Italian Restaurant,Belleview,US,us/fl/belleview/10401us441/1541058706,29.07113559,-82.07051306,,,,,2016-06-20T15:43:10Z,,Pasta Faire,34420,USD,25,40,FL
AVwc-ln6_7pvs4fz0-I5,10401 Us 441,Italian Restaurant,Belleview,US,us/fl/belleview/10401us441/1541058706,29.07113559,-82.07051306,,18.5,18.5,USD,2016-04-05T03:45:46Z,,Pasta Faire,34420,USD,25,40,FL
AVwc-ln6_7pvs4fz0-I5,10401 Us 441,Italian Restaurant,Belleview,US,us/fl/belleview/10401us441/1541058706,29.07113559,-82.07051306,,,,,2016-06-20T15:43:10Z,,Pasta Faire,34420,USD,25,40,FL
AVwc-ln6_7pvs4fz0-I5,10401 Us 441,Italian Restaurant,Belleview,US,us/fl/belleview/10401us441/1541058706,29.07113559,-82.07051306,,14.5,14.5,USD,2016-04-05T03:45:46Z,,Pasta Faire,34420,USD,25,40,FL
AVwc-ln6_7pvs4fz0-I5,10401 Us 441,Italian Restaurant,Belleview,US,us/fl/belleview/10401us441/1541058706,29.07113559,-82.07051306,,,,,2016-06-20T15:43:10Z,,Pasta Faire,34420,USD,25,40,FL
AVwc-ln6_7pvs4fz0-I5,10401 Us 441,Italian Restaurant,Belleview,US,us/fl/belleview/10401us441/1541058706,29.07113559,-82.07051306,,17.5,17.5,USD,2016-04-05T03:45:46Z,,Pasta Faire,34420,USD,25,40,FL
AVwc-ln6_7pvs4fz0-I5,10401 Us 441,Italian Restaurant,Belleview,US,us/fl/belleview/10401us441/1541058706,29.07113559,-82.07051306,,,,,2016-06-20T15:43:10Z,,Pasta Faire,34420,USD,25,40,FL
AVwclODukufWRAb5ww0r,684 King George Rd,"American Restaurant,wich Place,Diner,Sandwich Place",Fords,US,us/nj/fords/684kinggeorgerd/-1739909608,40.53234323,-74.30763611,,4.95,4.95,USD,"2016-03-04T20:15:24Z,2016-03-04T20:15:27Z",Mozzarella cheese and tomato sauce,Roosevelt's American Homestyle Deli,8863,USD,0,25,NJ
AVwclODukufWRAb5ww0r,684 King George Rd,"American Restaurant,wich Place,Diner,Sandwich Place",Fords,US,us/nj/fords/684kinggeorgerd/-1739909608,40.53234323,-74.30763611,,,,,2015-11-02T15:45:12Z,Mozzarella cheese and tomato sauce,Roosevelt's American Homestyle Deli,8863,USD,0,25,NJ
AVwclOpdIN2L1WUfmlHk,1812 Red Cliffs Dr,"Restaurants,Banquet Halls & Reception Facilities,Italian Restaurants,Family Style Restaurants,Pizza",Saint George,US,us/bloomingtonhills/saintgeorge/1812redcliffsdr/-1164531498,37.118553,-113.544716,http://www.yellowpages.com/saint-george-ut/mip/buca-di-beppo-472620039/menu?lid=472620039,14.99,14.99,USD,2017-01-17T18:14:00Z,,Buca Di Beppo,84790,,,,Bloomington Hills
AVwclOYFIN2L1WUfmlD-,8370 E State Route 69,"Restaurant,Take Out Restaurants,Food and Beverage,Restaurants,Mexican Restaurants",Prescott Valley,US,us/az/prescottvalley/8370estateroute69/-244092279,34.585773,-112.319275,,5.75,5.75,USD,2016-03-31T01:59:30Z,,Olivas' Mexican Food,86314,,,,AZ
AVwclTFcByjofQCxf5BO,6 Bessom St,Sandwich Place,Marblehead,US,us/ma/marblehead/6bessomst/-1747930896,42.50031408,-70.85926875,,2.5,2.5,USD,"2016-06-20T21:08:38Z,2016-04-01T07:07:50Z",,Village Roast Beef & Seafood,1945,USD,0,25,MA
AVwcluzSIN2L1WUfmrNj,8809 Baltimore National Pike,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Ellicott City,US,us/oella/ellicottcity/8809baltimorenationalpike/-487871385,39.27898,-76.81683,,14.99,14.99,USD,2016-05-29T11:16:30Z,,Stella Notte,21043,,,,Oella
AVwcluzSIN2L1WUfmrNj,8809 Baltimore National Pike,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Ellicott City,US,us/oella/ellicottcity/8809baltimorenationalpike/-487871385,39.27898,-76.81683,,14.99,14.99,USD,2016-05-29T11:16:30Z,,Stella Notte,21043,,,,Oella
AVwcluzSIN2L1WUfmrNj,8809 Baltimore National Pike,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Ellicott City,US,us/oella/ellicottcity/8809baltimorenationalpike/-487871385,39.27898,-76.81683,,15.99,15.99,USD,2016-05-29T11:16:30Z,,Stella Notte,21043,,,,Oella
AVwcluzSIN2L1WUfmrNj,8809 Baltimore National Pike,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Ellicott City,US,us/oella/ellicottcity/8809baltimorenationalpike/-487871385,39.27898,-76.81683,,14.29,14.29,USD,2016-05-29T11:16:30Z,,Stella Notte,21043,,,,Oella
AVwcluzSIN2L1WUfmrNj,8809 Baltimore National Pike,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Ellicott City,US,us/oella/ellicottcity/8809baltimorenationalpike/-487871385,39.27898,-76.81683,,13.5,13.5,USD,2016-05-29T11:16:30Z,,Stella Notte,21043,,,,Oella
AVwcluzSIN2L1WUfmrNj,8809 Baltimore National Pike,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Ellicott City,US,us/oella/ellicottcity/8809baltimorenationalpike/-487871385,39.27898,-76.81683,,13.99,13.99,USD,2016-05-29T11:16:30Z,,Stella Notte,21043,,,,Oella
AVwcluzSIN2L1WUfmrNj,8809 Baltimore National Pike,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Ellicott City,US,us/oella/ellicottcity/8809baltimorenationalpike/-487871385,39.27898,-76.81683,,17.99,17.99,USD,2016-05-29T11:16:30Z,,Stella Notte,21043,,,,Oella
AVwcluzSIN2L1WUfmrNj,8809 Baltimore National Pike,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Ellicott City,US,us/oella/ellicottcity/8809baltimorenationalpike/-487871385,39.27898,-76.81683,,14.99,14.99,USD,2016-05-29T11:16:30Z,,Stella Notte,21043,,,,Oella
AVwcluzSIN2L1WUfmrNj,8809 Baltimore National Pike,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Ellicott City,US,us/oella/ellicottcity/8809baltimorenationalpike/-487871385,39.27898,-76.81683,,10.59,10.59,USD,2016-05-29T11:16:30Z,,Stella Notte,21043,,,,Oella
